transcript_id	gene_id	biotype	log2FC	qval	five_prime	three_prime	intergenic	coding_prob
MSTRG.25248.2	MSTRG.25248	novel	1.12939708365205	0.00278162596150818	TRUE	TRUE	FALSE	0.847239764783276
MSTRG.12750.11	MSTRG.12750	novel	-1.0106467351055	0.00306664112561137	TRUE	TRUE	FALSE	0.00270557107595802
MSTRG.19765.10	MSTRG.19765	novel	-0.614013102294386	0.00338489781557144	TRUE	TRUE	FALSE	0.539978273689323
MSTRG.18082.11	MSTRG.18082	novel	-2.19153935594512	0.00339263771365177	TRUE	TRUE	FALSE	0.482937386945369
MSTRG.17682.2	MSTRG.17682	novel	-4.83737194496764	0.00342363959175815	TRUE	TRUE	FALSE	3.27723688930714e-07
MSTRG.3239.13	MSTRG.3239	novel	-1.27429914132635	0.00352858427984604	TRUE	TRUE	FALSE	0.66363096167084
MSTRG.15026.5	MSTRG.15026	novel	0.701717473638195	0.00362414038501047	TRUE	TRUE	FALSE	0.00116153681631081
MSTRG.3624.7	MSTRG.3624	novel	-1.83088867981948	0.00362827187256286	TRUE	TRUE	FALSE	0.999999803411576
MSTRG.25587.12	MSTRG.25587	novel	-2.12618458582274	0.00372007490230413	TRUE	TRUE	FALSE	0.0022639276322581
MSTRG.4232.2	MSTRG.4232	novel	-0.930173802515112	0.00380643939786864	TRUE	TRUE	FALSE	0.881433708436041
MSTRG.28108.9	MSTRG.28108	novel	1.22588390751425	0.00447057486004242	TRUE	TRUE	FALSE	0.00473846469606628
MSTRG.28722.7	MSTRG.28722	novel	0.87256939604916	0.00449696049715795	TRUE	TRUE	FALSE	0.627478497217406
MSTRG.8807.4	MSTRG.8807	novel	-0.803426713255106	0.00464763234333008	TRUE	TRUE	FALSE	0.0248391476317872
MSTRG.3239.14	MSTRG.3239	novel	-1.85286078530499	0.00474951297588468	TRUE	TRUE	FALSE	0.66363096167084
MSTRG.1801.5	MSTRG.1801	novel	1.10888409568712	0.00513973674967442	TRUE	TRUE	FALSE	0.00524669283530233
MSTRG.16287.15	MSTRG.16287	novel	-1.32826384430114	0.00535832810760514	TRUE	TRUE	FALSE	0.00897649335951746
MSTRG.25150.19	MSTRG.25150	novel	-1.22341334677654	0.00544503981210244	TRUE	TRUE	FALSE	0.00485750427677798
MSTRG.26513.4	MSTRG.26513	novel	0.727909544567992	0.00638142458976792	TRUE	TRUE	FALSE	0.934290775798808
MSTRG.2681.3	MSTRG.2681	novel	-0.666617426252127	0.0065404281556737	TRUE	TRUE	FALSE	0.999993371131422
MSTRG.3264.1	MSTRG.3264	novel	-5.75996360405932	0.00667113923162335	TRUE	TRUE	FALSE	6.85243505032516e-05
MSTRG.17572.1	MSTRG.17572	novel	-0.520015485708468	0.0069329778119642	TRUE	TRUE	FALSE	0.00564127507726247
MSTRG.27806.9	MSTRG.27806	novel	-0.884692798549754	0.00708961009563478	TRUE	TRUE	FALSE	0.146066740143723
MSTRG.21711.7	MSTRG.21711	novel	-2.3249749650728	0.00795703855153587	TRUE	TRUE	FALSE	0.00174512309910499
MSTRG.4423.2	MSTRG.4423	novel	0.92656826335119	0.00795703855153587	TRUE	TRUE	FALSE	0.000575155854782531
MSTRG.16627.6	MSTRG.16627	novel	-0.689352475670504	0.00796202240601385	TRUE	TRUE	FALSE	0.717979709231368
MSTRG.9346.8	MSTRG.9346	novel	1.00625179824984	0.00816149266927075	TRUE	TRUE	FALSE	0.656833207175808
MSTRG.21389.2	MSTRG.21389	novel	-1.81617714143097	0.00818740382446665	TRUE	TRUE	FALSE	0.999999999997987
MSTRG.2838.6	MSTRG.2838	novel	4.90593344408836	0.00843767932355655	TRUE	TRUE	FALSE	0.0464455870899225
MSTRG.4500.5	MSTRG.4500	novel	-4.15743532457222	0.0111287515697771	TRUE	TRUE	FALSE	0.858413676184493
MSTRG.9400.71	MSTRG.9400	novel	-1.0963365417726	0.0112058243819398	TRUE	TRUE	FALSE	0.00975904414765011
MSTRG.27230.4	MSTRG.27230	novel	-6.17877774154474	0.011425080893229	TRUE	TRUE	FALSE	0.999999507189801
MSTRG.23069.6	MSTRG.23069	novel	-6.44678562127015	0.0120565057100637	TRUE	TRUE	FALSE	0.000965081649664602
MSTRG.21543.4	MSTRG.21543	novel	6.8518522161049	0.0123744992124783	TRUE	TRUE	FALSE	0.952525533913894
MSTRG.17653.1	MSTRG.17653	novel	-2.6798552481534	0.0126585761550772	TRUE	TRUE	FALSE	0.323978997447989
MSTRG.7175.14	MSTRG.7175	novel	-0.673353486495173	0.0130363333471195	TRUE	TRUE	FALSE	0.732163079280073
MSTRG.17892.8	MSTRG.17892	novel	-1.37098885213671	0.0131275855498843	TRUE	TRUE	FALSE	0.0501115681645218
MSTRG.17107.6	MSTRG.17107	novel	5.74546146104674	0.0137988661595365	TRUE	TRUE	FALSE	0.000324771790103529
MSTRG.23054.5	MSTRG.23054	novel	-6.53650267447793	0.0149803226886841	TRUE	TRUE	FALSE	0.733171912906791
MSTRG.21543.6	MSTRG.21543	novel	1.02740733631879	0.0158766759924546	TRUE	TRUE	FALSE	0.999901747119721
MSTRG.23555.5	MSTRG.23555	novel	0.75178799055232	0.0170372367974491	TRUE	TRUE	FALSE	0.0141314070375973
MSTRG.7870.6	MSTRG.7870	novel	-0.914281863834256	0.0171610184979529	TRUE	TRUE	FALSE	0.962198498981379
MSTRG.27105.3	MSTRG.27105	novel	0.70092508411337	0.0174325916191748	TRUE	TRUE	FALSE	0.873288975276034
MSTRG.15669.2	MSTRG.15669	novel	-4.31531309614396	0.017704038950772	TRUE	TRUE	FALSE	0.226694891142616
MSTRG.12197.16	MSTRG.12197	novel	-0.6575283538302	0.0183106808685767	TRUE	TRUE	FALSE	0.132138009252182
MSTRG.28767.1	MSTRG.28767	novel	0.827994658447804	0.0185330688792091	TRUE	TRUE	FALSE	0.906393131704193
MSTRG.27031.9	MSTRG.27031	novel	-2.87038560577936	0.0187009604839336	TRUE	TRUE	FALSE	0.247953727593496
MSTRG.26948.1	MSTRG.26948	novel	-0.981551053920834	0.0192074516371858	TRUE	TRUE	FALSE	0.107354467949241
MSTRG.12449.15	MSTRG.12449	novel	1.41755731501197	0.0196226277850767	TRUE	TRUE	FALSE	0.837274166922584
MSTRG.11112.4	MSTRG.11112	novel	-0.998660468544995	0.0196420858182253	TRUE	TRUE	FALSE	0.0261213445515647
MSTRG.24577.2	MSTRG.24577	novel	-8.96930706638457	0.0213475538038904	TRUE	TRUE	FALSE	0.0245143272327827
MSTRG.28565.2	MSTRG.28565	novel	-1.36498881462153	0.0213565330516642	TRUE	TRUE	FALSE	0.78809112706803
MSTRG.3461.7	MSTRG.3461	novel	-1.51499294609627	0.0213565330516642	TRUE	TRUE	FALSE	0.999367088294517
MSTRG.17075.8	MSTRG.17075	novel	-1.66834574417993	0.022079738735591	TRUE	TRUE	FALSE	0.979288211829037
MSTRG.4001.4	MSTRG.4001	novel	-2.37238824354918	0.0235548514928164	TRUE	TRUE	FALSE	0.341318771273103
MSTRG.23758.11	MSTRG.23758	novel	-0.877373993852647	0.0244708351013032	TRUE	TRUE	FALSE	0.16367400189635
MSTRG.25780.4	MSTRG.25780	novel	1.06251337138161	0.0249595907844749	TRUE	TRUE	FALSE	0.00183009752823981
MSTRG.5165.26	MSTRG.5165	novel	-0.632818960398289	0.0250345925376319	TRUE	TRUE	FALSE	1
MSTRG.6123.2	MSTRG.6123	novel	0.620657859430172	0.025197707145781	TRUE	TRUE	FALSE	0.0416708598070939
MSTRG.19071.1	MSTRG.19071	novel	-6.79790765302824	0.025501791352782	TRUE	TRUE	FALSE	0.195782840336695
MSTRG.26914.10	MSTRG.26914	novel	-0.545911742501903	0.0264623023440584	TRUE	TRUE	FALSE	0.537934911014225
MSTRG.18398.8	MSTRG.18398	novel	-0.507520248106791	0.0264669172813912	TRUE	TRUE	FALSE	0.128527272032281
MSTRG.17958.11	MSTRG.17958	novel	1.6854092529711	0.0273641061743676	TRUE	TRUE	FALSE	0.00532517004884339
MSTRG.29111.9	MSTRG.29111	novel	-2.47674142961778	0.0283468931093822	TRUE	TRUE	FALSE	0.986672580445463
MSTRG.6748.2	MSTRG.6748	novel	-0.515529892122717	0.0288743449169686	TRUE	TRUE	FALSE	0.93747741219574
MSTRG.5738.1	MSTRG.5738	novel	7.28406865530118	0.0301547749576945	TRUE	TRUE	FALSE	0.00592651160764204
MSTRG.10512.9	MSTRG.10512	novel	-4.56331567739104	0.0309655837710831	TRUE	TRUE	FALSE	0.0358389231662903
MSTRG.4294.3	MSTRG.4294	novel	-0.680170250189922	0.0311878091718586	TRUE	TRUE	FALSE	0.99908596758653
MSTRG.5011.7	MSTRG.5011	novel	-5.43355710606202	0.0314323881842201	TRUE	TRUE	FALSE	0.263933560733545
MSTRG.17908.6	MSTRG.17908	novel	-7.76989833262174	0.0316376934419658	TRUE	TRUE	FALSE	0.969706895060723
MSTRG.17644.12	MSTRG.17644	novel	-1.60481464175393	0.0319062282556368	TRUE	TRUE	FALSE	0.999987687694043
MSTRG.28647.3	MSTRG.28647	novel	0.908108448149926	0.0325326197609688	TRUE	TRUE	FALSE	0.998577761019996
MSTRG.15274.2	MSTRG.15274	novel	0.760944956993001	0.0331786284335193	TRUE	TRUE	FALSE	0.99999999613666
MSTRG.10278.2	MSTRG.10278	novel	0.764944313584919	0.0337845289783191	TRUE	TRUE	FALSE	0.782633349507589
MSTRG.17795.4	MSTRG.17795	novel	-1.20861604770524	0.0345514136272791	TRUE	TRUE	FALSE	0.279827363508209
MSTRG.25813.1	MSTRG.25813	novel	0.735433681093033	0.0349618846119846	TRUE	TRUE	FALSE	0.00481027331555514
MSTRG.17612.1	MSTRG.17612	novel	-6.35821175415098	0.0364543971271657	TRUE	TRUE	FALSE	0.999999999999671
MSTRG.7323.5	MSTRG.7323	novel	-0.670128736209517	0.0374503501193541	TRUE	TRUE	FALSE	0.000866773756567155
MSTRG.930.4	MSTRG.930	novel	-0.721079972291442	0.0385613781291494	TRUE	TRUE	FALSE	0.00190272680195201
MSTRG.11989.13	MSTRG.11989	novel	0.912174269185373	0.0388384255411461	TRUE	TRUE	FALSE	0.716136104340533
MSTRG.2522.3	MSTRG.2522	novel	-1.27312404956927	0.0399989240098636	TRUE	TRUE	FALSE	0.192378978065095
MSTRG.13945.1	MSTRG.13945	novel	1.58785031787746	0.0404513238040474	TRUE	TRUE	FALSE	0.287905089172788
MSTRG.14736.16	MSTRG.14736	novel	-4.04863295522741	0.0411862247749741	TRUE	TRUE	FALSE	0.452503113780726
MSTRG.8050.3	MSTRG.8050	novel	-1.52031261776193	0.0419739030030703	TRUE	TRUE	FALSE	0.999472631806872
MSTRG.15251.7	MSTRG.15251	novel	-0.772229955214433	0.0430389444761296	TRUE	TRUE	FALSE	0.256076211762578
MSTRG.17795.7	MSTRG.17795	novel	-6.13243377705556	0.0433019189358089	TRUE	TRUE	FALSE	0.280236389373341
MSTRG.23455.2	MSTRG.23455	novel	6.49170600159862	0.0433836328643861	TRUE	TRUE	FALSE	0.00208197082237234
MSTRG.20589.7	MSTRG.20589	novel	-6.12337572617938	0.0444482429510965	TRUE	TRUE	FALSE	0.952890864913648
MSTRG.16660.3	MSTRG.16660	novel	1.61629393537697	0.0450416107937498	TRUE	TRUE	FALSE	0.999891811014357
MSTRG.4367.1	MSTRG.4367	novel	0.840093325015336	0.0454178821183004	TRUE	TRUE	FALSE	0.931226624187811
MSTRG.27973.12	MSTRG.27973	novel	-1.11505346767431	0.0456954428190472	TRUE	TRUE	FALSE	0.00170475847819351
MSTRG.17235.10	MSTRG.17235	novel	-0.435609188432098	0.0462267243564254	TRUE	TRUE	FALSE	0.157745169847833
MSTRG.18498.1	MSTRG.18498	novel	0.846710489677543	0.0463800944814788	TRUE	TRUE	FALSE	0.826280758344255
MSTRG.12197.15	MSTRG.12197	novel	-0.509086895995573	0.047904556710984	TRUE	TRUE	FALSE	0.130356231819593
MSTRG.1701.72	MSTRG.1701	novel	-0.664169782108218	0.0480338240972066	TRUE	TRUE	FALSE	0.0272549604055523
MSTRG.13523.10	MSTRG.13523	novel	-5.19816823437833	0.0486794379232888	TRUE	TRUE	FALSE	0.999607294198246
MSTRG.5598.1	MSTRG.5598	novel	-0.546487616084237	0.0489528540324167	TRUE	TRUE	FALSE	0.00102361403501858
MSTRG.21922.4	MSTRG.21922	novel	0.806160132478063	0.049194149702269	TRUE	TRUE	FALSE	0.104290502301847
MSTRG.28037.28	MSTRG.28037	novel	-5.43622602832798	0.0508492105658785	TRUE	TRUE	FALSE	0.0189882538940212
MSTRG.23054.6	MSTRG.23054	novel	-3.68722847196411	0.0516673544331613	TRUE	TRUE	FALSE	0.733171912906791
MSTRG.26718.11	MSTRG.26718	novel	-5.44008285333697	0.0519740056096095	TRUE	TRUE	FALSE	0.999316357924768
MSTRG.28385.11	MSTRG.28385	novel	-0.766869985093081	0.0521253085255506	TRUE	TRUE	FALSE	0.999999990217667
MSTRG.25942.1	MSTRG.25942	novel	2.41592647565606	0.0524440171190889	TRUE	TRUE	FALSE	0.0428224935839358
MSTRG.25418.53	MSTRG.25418	novel	0.415025369345402	0.0535936372159527	TRUE	TRUE	FALSE	0.0298441445048871
MSTRG.15630.6	MSTRG.15630	novel	0.94683649902931	0.053610169733539	TRUE	TRUE	FALSE	0.999999980044167
MSTRG.13828.1	MSTRG.13828	novel	-0.433799400636281	0.0539539909530972	TRUE	TRUE	FALSE	0.99108717233874
MSTRG.26714.6	MSTRG.26714	novel	0.835530454819294	0.0539539909530972	TRUE	TRUE	FALSE	0.999949038847061
MSTRG.22616.2	MSTRG.22616	novel	-0.404532488220006	0.0543367692993546	TRUE	TRUE	FALSE	0.0380630456961201
MSTRG.5690.18	MSTRG.5690	novel	-1.77824900304614	0.0545626717769129	TRUE	TRUE	FALSE	0.273410547584173
MSTRG.1700.1	MSTRG.1700	novel	-1.24554821368682	0.0550208365837317	TRUE	TRUE	FALSE	0.655726145481823
MSTRG.17542.5	MSTRG.17542	novel	4.86112915505206	0.0557666134815615	TRUE	TRUE	FALSE	6.76464616806472e-06
MSTRG.22447.1	MSTRG.22447	novel	-1.58837795836447	0.0569282841161733	TRUE	TRUE	FALSE	0.0171176640422455
MSTRG.21055.2	MSTRG.21055	novel	-0.740423629742272	0.0585595474433329	TRUE	TRUE	FALSE	0.0132063701988947
MSTRG.27992.34	MSTRG.27992	novel	-0.571217305075357	0.0587057639190818	TRUE	TRUE	FALSE	0.333765678911101
MSTRG.26276.5	MSTRG.26276	novel	1.06147250002364	0.0590820372936793	TRUE	TRUE	FALSE	0.0411673029567445
MSTRG.8272.4	MSTRG.8272	novel	-1.88193926779168	0.0591560079987237	TRUE	TRUE	FALSE	0.733475111329703
MSTRG.1472.3	MSTRG.1472	novel	-1.00612644524438	0.0601481313481695	TRUE	TRUE	FALSE	0.222182300759765
MSTRG.9989.10	MSTRG.9989	novel	-1.39915868323789	0.0601481313481695	TRUE	TRUE	FALSE	0.206796479755418
MSTRG.10305.10	MSTRG.10305	novel	1.59562264235431	0.0604486796506177	TRUE	TRUE	FALSE	0.000149079395248145
MSTRG.6758.6	MSTRG.6758	novel	1.55814079796726	0.0604757295238742	TRUE	TRUE	FALSE	0.43282663237591
MSTRG.21518.10	MSTRG.21518	novel	-0.838861312281089	0.0607526271429045	TRUE	TRUE	FALSE	0.451820343809967
MSTRG.29274.13	MSTRG.29274	novel	-0.658039272478838	0.0610607962534295	TRUE	TRUE	FALSE	0.251274939362482
MSTRG.898.4	MSTRG.898	novel	-0.468116184851041	0.0612270584641094	TRUE	TRUE	FALSE	0.178558454918939
MSTRG.25619.4	MSTRG.25619	novel	0.77993184846895	0.0617073513904896	TRUE	TRUE	FALSE	0.767632011596064
MSTRG.17075.7	MSTRG.17075	novel	-1.46564132407292	0.0620794147753635	TRUE	TRUE	FALSE	0.979288211829037
MSTRG.18013.3	MSTRG.18013	novel	-0.72545022634466	0.0626787264187511	TRUE	TRUE	FALSE	0.403416389379814
MSTRG.9783.3	MSTRG.9783	novel	0.860131066871039	0.0628457598523536	TRUE	TRUE	FALSE	0.88262454011655
MSTRG.20804.3	MSTRG.20804	novel	-7.40611798131715	0.0633897389972855	TRUE	TRUE	FALSE	0.00095059990310675
MSTRG.4964.9	MSTRG.4964	novel	-0.716876781203878	0.0640428772210904	TRUE	TRUE	FALSE	0.000351803480312005
MSTRG.14283.10	MSTRG.14283	novel	0.834100658103326	0.068517643279324	TRUE	TRUE	FALSE	0.0851917450243627
MSTRG.10122.6	MSTRG.10122	novel	1.30633982420515	0.0685344829426852	TRUE	TRUE	FALSE	0.999999999988399
MSTRG.8428.4	MSTRG.8428	novel	-1.33404101382762	0.0688003030842602	TRUE	TRUE	FALSE	0.999982889509262
MSTRG.15373.12	MSTRG.15373	novel	-0.681867821781574	0.068851771879864	TRUE	TRUE	FALSE	0.987175030408224
MSTRG.29598.1	MSTRG.29598	novel	1.22561368996776	0.0689325844951054	TRUE	TRUE	FALSE	0.00200099378589489
MSTRG.8084.22	MSTRG.8084	novel	4.93861469746309	0.0692921994669895	TRUE	TRUE	FALSE	0.388238929611517
MSTRG.17351.3	MSTRG.17351	novel	-0.9161283013399	0.0695624938712617	TRUE	TRUE	FALSE	0.327849452593902
MSTRG.15069.2	MSTRG.15069	novel	-0.440385427955693	0.0696273802609883	TRUE	TRUE	FALSE	0.0253967264583031
MSTRG.16519.9	MSTRG.16519	novel	-3.0449901597455	0.0696437834503389	TRUE	TRUE	FALSE	0.0147123290561481
MSTRG.27614.1	MSTRG.27614	novel	-0.842706487269866	0.0698010045142667	TRUE	TRUE	FALSE	0.990730893231014
MSTRG.5681.3	MSTRG.5681	novel	-0.638744078787461	0.0716416771287696	TRUE	TRUE	FALSE	0.000117013373353165
